game_id,name,url,year,certificate,rating,votes,plot,Action,Adventure,Comedy,Crime,Family,Fantasy,Mystery,Sci-Fi,Thriller
3836,TY the Tasmanian Tiger 4,https://www.imdb.com/title/tt5516708/?ref_=adv_li_tt,2015.0,Not Rated,5.9,7.0,Add a Plot,1,1,0,0,1,0,0,0,0
3837,Terrorist Takedown: War in Colombia,https://www.imdb.com/title/tt12743860/?ref_=adv_li_tt,2006.0,Not Rated,7.2,0.0,"Colombian and American Special Forces units destroy a cocaine plantation. It all seems easy but soon everything changes because of a bullet. The commanding officer is killed. In a short time, everything escalates into a full-scale war.",1,0,0,0,0,0,0,0,0
3838,The Guardian Legend,https://www.imdb.com/title/tt1467382/?ref_=adv_li_tt,1988.0,E,8.2,44.0,"Long ago, in a distant galaxy, an alien race sent a huge world, hurtling toward Earth, You must battle your way deep within the planet's labyrinths to destroy it. You are the guardian of Earth and your saga will become The Guardian Legend.",1,1,0,0,0,1,0,0,0
3839,Hobo: Tough Life,https://www.imdb.com/title/tt11120524/?ref_=adv_li_tt,2017.0,Not Rated,7.5,8.0,"Hobo: Tough Life is a city survival RPG. You play as a homeless and your main goal is to survive. To do this you will have to deal with hunger, hostile environment, human unconcern and with... See full summary »",1,0,0,0,0,0,0,0,0
3840,Prisoner of War,https://www.imdb.com/title/tt0330788/?ref_=adv_li_tt,2002.0,T,7.9,59.0,Pilot Lewis Stone tries to escape several prison camps to try and get home,1,1,0,0,0,0,0,0,0
3841,Castlevania: Dawn of Sorrow,https://www.imdb.com/title/tt4507046/?ref_=adv_li_tt,2005.0,T,7.6,119.0,"After the events of ""Castlevania: Aria of Sorrow."" Soma Cruz finds himself at the center of a mysterious cult's plan to resurrect their evil lord and master Dracula.",1,1,0,0,0,1,0,0,0
3842,Ms. Splosion Man,https://www.imdb.com/title/tt2210837/?ref_=adv_li_tt,2011.0,T,7.7,30.0,"'Splosion Man is captured by Big Science. As the scientists celebrate, a bottle of liquid is spilled onto some electrical wiring causing a surge of energy to flow to an experimentation ... See full summary »",1,1,0,0,0,0,0,1,0
3843,Gundam Breaker 3,https://www.imdb.com/title/tt5345862/?ref_=adv_li_tt,2016.0,Not Rated,7.2,0.0,"This is the latest title of the destructive co-operation action. With the Gundam plastic model concept being the greatest inspiration for the series, Gundam Breaker 3 will further evolve. ... See full summary »",1,0,0,0,0,0,0,1,0
3844,Bloody Roar,https://www.imdb.com/title/tt0268189/?ref_=adv_li_tt,1997.0,T,7.2,127.0,Bloody Roar is a series of fighting games created by Hudson Soft.,1,0,0,0,0,1,0,0,0
3845,Ninety-Nine Nights II,https://www.imdb.com/title/tt2073621/?ref_=adv_li_tt,2010.0,Not Rated,6.4,16.0,Add a Plot,1,0,0,0,0,1,0,0,0
3846,Musashi: Samurai Legend,https://www.imdb.com/title/tt0453519/?ref_=adv_li_tt,2005.0,T,7.6,29.0,Add a Plot,1,1,0,0,0,1,0,0,0
3847,The Terminator: Rampage,https://www.imdb.com/title/tt6095062/?ref_=adv_li_tt,1993.0,Not Rated,4.8,18.0,Add a Plot,1,0,0,0,0,0,0,1,0
3848,Robotron: 2084,https://www.imdb.com/title/tt0314583/?ref_=adv_li_tt,1982.0,Unrated,7.4,91.0,"It is the year 2084, the world we all once knew is now overrun by robots. The majority of mankind was eliminated by the robots during a cybernetic revolt. As the player, you must rescue the... See full summary »",1,0,0,0,0,0,0,1,0
3849,Starship Troopers: Terran Ascendancy,https://www.imdb.com/title/tt0274894/?ref_=adv_li_tt,2000.0,Not Rated,7.1,69.0,"Taking place around the movie's storyline, you are a lieutenant (male or female) leading a squad of troopers. You first start at Klendathu (as in the movie, except you are at the ""safer"" ... See full summary »",1,1,0,0,0,0,0,1,0
3850,Overcooked,https://www.imdb.com/title/tt8451404/?ref_=adv_li_tt,2016.0,Not Rated,7.4,439.0,"Working as a team, you and your fellow chefs must prepare, cook and serve up a variety of tasty orders before the baying customers storm out in a huff.",1,0,0,0,1,0,0,0,0
3851,Cabela's Big Game Hunter 2008,https://www.imdb.com/title/tt1183479/?ref_=adv_li_tt,2007.0,Not Rated,6.0,26.0,Add a Plot,1,0,0,0,0,0,0,0,0
3852,Assignment: Ada,https://www.imdb.com/title/tt13034244/?ref_=adv_li_tt,2005.0,Not Rated,7.8,17.0,Ada must collect a number of plaga samples as ordered by Albert Wesker.,1,1,0,0,0,0,0,0,0
3853,Defense Grid: The Awakening,https://www.imdb.com/title/tt4054056/?ref_=adv_li_tt,2008.0,E10+,7.2,68.0,Add a Plot,1,1,0,0,0,0,0,0,0
3854,Hood: Outlaws & Legends,https://www.imdb.com/title/tt19224778/?ref_=adv_li_tt,2021.0,Not Rated,4.8,24.0,Multiplayer game in which a band of outlaws team up to steal from the Sherriff of Nottingham.,1,0,0,0,0,0,0,0,0
3855,Dragon Ball Z: Super Butoden,https://www.imdb.com/title/tt3115888/?ref_=adv_li_tt,1993.0,Not Rated,7.6,21.0,The first entry in the Dragon Ball Z: Super Butoden series.,1,0,0,0,0,0,0,0,0
3856,Overlord II,https://www.imdb.com/title/tt1791570/?ref_=adv_li_tt,2009.0,Not Rated,6.9,156.0,"Follows the events of the first game, with the succeeding Overlord rising to power opposing a Roman-styled military power known as the ""Glorious Empire"".",1,1,1,0,0,0,0,0,0
3857,Bloody Roar 3,https://www.imdb.com/title/tt0373729/?ref_=adv_li_tt,2001.0,T,7.7,54.0,Add a Plot,1,0,0,0,0,1,1,0,0
3858,Bum Simulator,https://www.imdb.com/title/tt13818966/?ref_=adv_li_tt,2019.0,Not Rated,7.1,10.0,Add a Plot,1,1,1,0,0,0,0,0,0
3859,Warhawk,https://www.imdb.com/title/tt4520710/?ref_=adv_li_tt,2007.0,Not Rated,7.3,27.0,Add a Plot,1,0,0,0,0,0,0,0,0
3860,Skullmonkeys,https://www.imdb.com/title/tt0213252/?ref_=adv_li_tt,1998.0,Not Rated,8.1,113.0,"Having been blown into outer space by Klaymen and Hoborg, the villianous Klogg lands upon a mysterious planet called Idznak. This planet is inhabited by an odd race of creatures known as ... See full summary »",1,1,1,0,0,0,0,0,0
3861,G Police,https://www.imdb.com/title/tt0281873/?ref_=adv_li_tt,1997.0,E,7.8,57.0,"As a member of the G-Police forces, your mission is to keep the peace in the colonies which are more distant from the Earth.",1,1,0,0,0,0,0,1,0
3862,Nickelodeon Party Blast,https://www.imdb.com/title/tt10767338/?ref_=adv_li_tt,2002.0,E,5.8,24.0,"See SpongeBob SquarePants, Invader Zim and other Nicktoons characters have a blast.",1,1,1,0,0,0,0,0,0
3863,The Next World,https://www.imdb.com/title/tt7049830/?ref_=adv_li_tt,2021.0,Not Rated,7.2,0.0,"In the year 2108, Dresden gives everything to save his mother from a rare cancer, but instead is used as a pawn by who he considered to be his only allies. While trying to set things right, he learns a terrible truth of who he is and what he was really born to do.",1,0,0,0,0,1,0,0,0
3864,Wacky Races,https://www.imdb.com/title/tt0253921/?ref_=adv_li_tt,2000.0,Not Rated,7.4,65.0,Game interaction.,1,0,0,0,1,1,0,0,0
3865,Red Steel,https://www.imdb.com/title/tt1695142/?ref_=adv_li_tt,2006.0,T,5.8,71.0,Add a Plot,1,1,0,0,1,0,0,0,0
3866,WinBack: Covert Operations,https://www.imdb.com/title/tt0280202/?ref_=adv_li_tt,2000.0,T,7.1,46.0,"After the first blast from the satellite wiped out the Space Center, The Secretary of Defense of the Pentagon calls for a special military team S.C.A.T. to stop the terrorist known as the ""... See full summary »",1,0,0,0,0,0,1,1,0
3867,Batman Arkham Origins: Initiation,https://www.imdb.com/title/tt9604446/?ref_=adv_li_tt,2013.0,Not Rated,7.7,71.0,A DLC of Batman Arkham Origins that illustrates how young Bruce Wayne trained himself and learned the art of ninja by the league of shadows before becoming The Batman.,1,1,0,0,0,1,0,0,0
3868,Sin and Punishment,https://www.imdb.com/title/tt1935932/?ref_=adv_li_tt,2000.0,T,7.0,27.0,"To solve the planet-wide famine problem, scientists develop a new genetically-engineered species to raise as food. These creatures are herded in northern Japan until they mutate and begin attacking the country's citizens.",1,1,0,0,0,0,0,1,0
3869,Sexy Parodius,https://www.imdb.com/title/tt14942822/?ref_=adv_li_tt,1996.0,Not Rated,7.2,0.0,"Sexy Parodius is a horizontal-scrolling shooter arcade game, Where you play as one of the members of Parodius Team, You must stop a lecherous octopus and his army from hoarding a huge treasure mound for their own no-good deeds.",1,1,0,0,0,1,0,0,0
3870,Strange Brigade,https://www.imdb.com/title/tt7005944/?ref_=adv_li_tt,2018.0,Not Rated,6.8,87.0,"Egypt, the 1930's. Erased from ancient history and buried in a nameless tomb for 4,000 years, Seteki the Witch Queen has risen once again. Only one troop of daring heroes can stand against the fearsome power of Seteki: The Strange Brigade.",1,0,0,0,0,0,0,0,0
3871,Final Fantasy Tactics,https://www.imdb.com/title/tt0208174/?ref_=adv_li_tt,1997.0,T,8.5,585.0,The story of a heroic squire religated to the lost pages of history.,1,1,0,0,0,1,0,0,0
3872,Block Breaker 3 Unlimited,https://www.imdb.com/title/tt20504132/?ref_=adv_li_tt,2010.0,E,7.2,0.0,"Experience deeper, more intricate levels that take you beyond a single screen full of blocks, Grab power-ups, trigger switches and blast through gateways to reach new areas as you push your way towards the top.",1,1,0,0,0,0,0,0,0
3873,Strike Force 2: Terrorist Hunt,https://www.imdb.com/title/tt13562618/?ref_=adv_li_tt,2020.0,Not Rated,7.2,0.0,A tropical paradise turned into a war-zone. One of our agents was on the mission to investigate a para-militarized terrorist organization lead by a former German secret service agent. We ... See full summary »,1,0,0,0,0,0,0,0,0
3874,Armored Core: Last Raven,https://www.imdb.com/title/tt0829099/?ref_=adv_li_tt,2005.0,Not Rated,6.0,21.0,"In the wake of the now defunct Navis's failed attempt to control recovered ancient weapons technology, the world has been left in tatters. Looking to consolidate power, the Corporations (... See full summary »",1,1,0,0,0,0,0,1,0
3875,Pitfall: The Lost Expedition,https://www.imdb.com/title/tt0400738/?ref_=adv_li_tt,2004.0,E,8.2,83.0,Pitfall Harry aims to prevent the dastardly Jonathan St. Claire from claiming the lost city of El Dorado.,1,1,0,0,1,0,0,0,0
3876,Monster Hunter,https://www.imdb.com/title/tt2110433/?ref_=adv_li_tt,2004.0,T,6.6,32.0,"Monster Hunter is a third-person action game set in a kind of pre-historic fantasy world. Many of the creatures you'll see are very similar to dinosaurs, ancient relatives to modern day ... See full summary »",1,1,0,0,0,1,0,0,0
3877,Adventure Time: Hey Ice King! Why'd You Steal Our Garbage?!!,https://www.imdb.com/title/tt2539564/?ref_=adv_li_tt,2012.0,E10+,7.8,56.0,The Ice King is busily constructing a Garbage Princess out of the odds and ends left lying around by heroes Finn and Jake. It is up to Finn and Jake to set things straight.,1,1,0,0,0,0,0,0,0
3878,Space Channel 5: Part 2,https://www.imdb.com/title/tt0364018/?ref_=adv_li_tt,2002.0,T,8.4,117.0,"A reporter for Space Channel 5 deals with troubles during her reports - from an unknown dance troop, to monsters, to rivals. She'll have to dance her way through this adventure.",1,1,0,0,0,0,0,0,0
3879,Disney Sports Soccer,https://www.imdb.com/title/tt5743258/?ref_=adv_li_tt,2002.0,E,5.0,12.0,Add a Plot,1,0,0,0,0,0,0,0,0
3880,Defector,https://www.imdb.com/title/tt10804204/?ref_=adv_li_tt,2019.0,Not Rated,7.2,0.0,"Overcome impossible odds and survive certain death scenarios in the undercover spy thriller that VR has been waiting for. You'll need every advanced weapon, cutting-edge technology, and deceptive tactic in your arsenal. Good luck, agent.",1,0,0,0,0,0,0,0,0
3881,Touhou Luna Nights,https://www.imdb.com/title/tt14730186/?ref_=adv_li_tt,2018.0,T,8.1,11.0,Touhou Luna Nights is a Metroidvania title with a heavy emphasis on exploration and action.,1,1,0,0,0,1,0,0,0
3882,Scary Teacher 3D,https://www.imdb.com/title/tt13711374/?ref_=adv_li_tt,2017.0,T,8.0,5.0,Add a Plot,1,0,1,0,0,0,0,0,0
3883,The Granstream Saga,https://www.imdb.com/title/tt0418712/?ref_=adv_li_tt,1997.0,T,7.3,23.0,"Enter a world of floating islands and ancient shrines and dungeons!... Embark on a journey of self-discovery in order to save the world!... Find new weapons, armors and spells to increase ... See full summary »",1,1,0,0,0,0,0,0,0
3884,Necromunda: Underhive Wars,https://www.imdb.com/title/tt13273632/?ref_=adv_li_tt,2020.0,Not Rated,7.2,0.0,"Deep below the nightmarish, polluted hive cities of Necromunda, in the twisted, vertiginous, dark tunnels of the Underhive, rival gangs fight to the bitter end for personal power, wealth, ... See full summary »",1,0,0,0,0,1,0,1,0
3885,Left Alive,https://www.imdb.com/title/tt7424860/?ref_=adv_li_tt,2019.0,M,3.8,47.0,"A human story of survival from the perspective of three different protagonists during a devastating invasion, set in 2127 war-torn Novo Slava.",1,0,0,0,0,0,0,1,0
3886,Dora the Explorer: Journey to the Purple Planet,https://www.imdb.com/title/tt5746228/?ref_=adv_li_tt,2005.0,EC,7.2,14.0,Add a Plot,1,1,0,0,0,0,0,0,0
3887,Lady Sia,https://www.imdb.com/title/tt1216302/?ref_=adv_li_tt,2001.0,E,6.0,6.0,"Join Lady Sia, bold defender of a world invaded by a race of ruthless beastmen. Help her use her sword and her wits in an intense battle across land, sea and air to free her people.",1,1,0,0,0,1,0,0,0
3888,Travis Strikes Again: No More Heroes,https://www.imdb.com/title/tt7669972/?ref_=adv_li_tt,2019.0,M,7.5,66.0,"Travis Touchdown wanders into the game world and embarks on a rampage of epic proportions. Inside, there's an action game, racing, puzzles - A total of seven different game titles.",1,1,1,0,0,0,0,0,0
3889,Red Faction: Guerrilla - Re-Mars-tered,https://www.imdb.com/title/tt15557912/?ref_=adv_li_tt,2018.0,M,7.0,6.0,Add a Plot,1,0,0,0,0,0,0,1,0
3890,Ms. Pac-Man Maze Madness,https://www.imdb.com/title/tt0269576/?ref_=adv_li_tt,2000.0,E,7.5,39.0,"Pac-Land is protected by the four gems of virtue: Generosity, Truth, Wisdom, and Courage, These four gems are scattered in the four Wonders of Pac-Land, Now It's up to Ms. Pac-Man to collect them and save Pac-Land.",1,1,0,0,1,0,0,0,0
3891,X-COM: UFO Defense,https://www.imdb.com/title/tt0294984/?ref_=adv_li_tt,1994.0,Not Rated,9.1,384.0,"Because aliens are attempting to invade the Earth, you will have to command X-com, an international organisation to fight the alien invasion. By shooting down UFO's and recovering ... See full summary »",1,0,0,0,0,0,0,1,1
3892,Legend of Legaia,https://www.imdb.com/title/tt0261792/?ref_=adv_li_tt,1998.0,E,8.4,106.0,"The three warriors have to search the land behind the cause of the emission of a mysterious myst engulfing all over Legaia, which affects the beings called Serus causing them to rampage!...... See full summary »",1,1,0,0,1,0,0,0,0
3893,Chipper and Sons Lumber Co.,https://www.imdb.com/title/tt16243242/?ref_=adv_li_tt,2013.0,E,7.6,6.0,"Welcome to Beaver Forest, where little Tyke is about to venture out into the world for the first time. You'll plant trees, chomp trees, and build a wide variety of things using the lumber that you gather.",1,1,0,0,1,0,0,0,0
3894,Asterix & Obelix XXL 2,https://www.imdb.com/title/tt13453718/?ref_=adv_li_tt,2018.0,E10+,6.4,5.0,Add a Plot,1,1,1,0,0,0,0,0,0
3895,Transformers: Revenge of the Fallen - Autobots,https://www.imdb.com/title/tt4962358/?ref_=adv_li_tt,2009.0,Not Rated,7.3,18.0,"As the deception leader, the Fallen, rains chaos around the globe, you play as your autobot character to stop the dangerous threat.",1,0,0,0,0,0,0,1,0
3896,Voodoo Vince,https://www.imdb.com/title/tt2076385/?ref_=adv_li_tt,2003.0,T,8.0,50.0,"You're a Voodoo doll, you've gotta save the Voodoo lady that made you. Flying ghost head trying to stop you, use your Voodoo magic to slay the Voodoo beasts and find your Voodoo lady!",1,1,1,0,0,0,0,0,0
3897,Gigantic,https://www.imdb.com/title/tt8083798/?ref_=adv_li_tt,2017.0,Not Rated,6.6,6.0,Add a Plot,1,0,0,0,0,0,0,0,0
3898,JoJo's Bizarre Adventure,https://www.imdb.com/title/tt0298386/?ref_=adv_li_tt,1999.0,Not Rated,7.5,57.0,Add a Plot,1,0,0,0,0,0,0,0,0
3899,Duck Season PC,https://www.imdb.com/title/tt17545308/?ref_=adv_li_tt,2019.0,T,7.2,0.0,Duck Season is a throwback to the golden age of 1980's gaming and movies with a hint of horror in a Spielberg-ian universe. A first person experimental narrative uncovering a story with ... See full summary »,1,0,0,0,0,0,1,0,0
3900,Dragon Age: Inquisition - Jaws of Hakkon,https://www.imdb.com/title/tt15340664/?ref_=adv_li_tt,2015.0,M,8.0,21.0,Add a Plot,1,1,0,0,0,1,0,0,0
3901,Dino Stalker,https://www.imdb.com/title/tt0360513/?ref_=adv_li_tt,2002.0,M,6.1,54.0,"In this part rail shooter, part first person shooter, a crossover between Gun Survivor and Dino Crisis franchises, a U.S. WWII fighter pilot is teleported from 1943 to the dinosaur-infested Earth of Dino Crisis 2 (2000) for a suicide mission.",1,1,0,0,0,0,0,0,0
3902,Risen 3: Titan Lords,https://www.imdb.com/title/tt4032526/?ref_=adv_li_tt,2014.0,Not Rated,6.9,125.0,"A former pirate captain loses his soul, and must go on a journey to reclaim it.",1,1,0,0,0,1,0,0,0
3903,Shadows: Awakening,https://www.imdb.com/title/tt9594796/?ref_=adv_li_tt,2018.0,Not Rated,6.4,20.0,A demon is summoned who can walk the land inhabiting the souls of deceased heroes. An RPG adventure where you chose to confirm to an evil demon's ways or walk the side of light.,1,0,0,0,0,0,0,0,0
3904,The Legend of Zelda: Link's Awakening DX,https://www.imdb.com/title/tt9614534/?ref_=adv_li_tt,1998.0,E,8.2,89.0,"In this remake to the original game, Link once again has to unravel the secrets of Koholint Island, this time with a new dungeon.",1,1,0,0,0,1,0,0,0
3905,Jack Orlando,https://www.imdb.com/title/tt0375862/?ref_=adv_li_tt,1997.0,Not Rated,8.0,59.0,"Jack Orlando-a cinematic adventure is the story of a scruffy but shrewd private investigator, called Jack Orlando who becomes involuntarily involved in a mysterious case of murder. He has ... See full synopsis »",1,1,0,0,0,0,0,0,0
3907,The Elder Scrolls III: Bloodmoon,https://www.imdb.com/title/tt0365153/?ref_=adv_li_tt,2003.0,Not Rated,8.3,399.0,A frozen island. A blood-red moon. An ancient evil.,1,1,0,0,0,1,0,0,0
3908,Freekstyle,https://www.imdb.com/title/tt0403047/?ref_=adv_li_tt,2002.0,Not Rated,7.5,29.0,"Race against others to unlock unique tracks, attires, bikes, & characters",1,0,0,0,0,0,0,0,0
3909,Otogi 2: Immortal Warriors,https://www.imdb.com/title/tt2071551/?ref_=adv_li_tt,2003.0,T,7.6,10.0,"Players assumed the role of Raikoh Minamoto, the undead warrior charged with the task of vanquishing the demonic infestation that plagued Japan's sacred capital. Continuing where the ... See full summary »",1,1,0,0,0,1,0,0,0
3910,Mega Man Zero 2,https://www.imdb.com/title/tt0384476/?ref_=adv_li_tt,2003.0,E,7.8,111.0,"A year after Copy X's fall, Zero returns to find the Resistance is now lead by a militant former Neo Arcadian named Elpizo, who intends to defeat Neo Arcadia through force of arms. When his offensive fails, he turns to more dire measures.",1,1,0,0,0,0,0,1,0
3911,Snowcraft,https://www.imdb.com/title/tt12219572/?ref_=adv_li_tt,2001.0,Not Rated,7.2,0.0,"SnowCraft is a video game published in 2001 on Windows by Nicholson NY. It's an action game, set in an arcade theme. The player controls 3 kids who have a snowball fight against ... See full summary »",1,0,0,0,0,0,0,0,0
3912,Dance Central 3,https://www.imdb.com/title/tt2408232/?ref_=adv_li_tt,2012.0,T,7.8,42.0,Dance your way through time to prevent dance crimes and to gather all of the crews as you progress to the most intense and long dance fight in the game! WARNING: Don't be afraid to take breaks as this story mode can go continuously!,1,1,0,0,0,0,0,0,0
3913,The Sly Collection,https://www.imdb.com/title/tt11352648/?ref_=adv_li_tt,2010.0,E10+,8.4,30.0,Add a Plot,1,1,1,0,0,0,0,0,0
3914,Tails Adventure,https://www.imdb.com/title/tt0424482/?ref_=adv_li_tt,1995.0,Not Rated,6.7,56.0,"When the Battle Kukku Empire invades Cocoa Island, in search of the Chaos Emeralds, Tails must muster up the courage to save the island.",1,1,0,0,1,0,0,0,0
3915,Smash Legends,https://www.imdb.com/title/tt13844818/?ref_=adv_li_tt,2020.0,Not Rated,7.2,0.0,Add a Plot,1,0,0,0,0,0,0,0,0
3916,Star Wars Battlefront: Renegade Squadron,https://www.imdb.com/title/tt1117633/?ref_=adv_li_tt,2007.0,Not Rated,7.8,313.0,"The story in this game follow the previously secret ""Renegade Squadron"" that was made up of the galaxy's toughest scoundrels. As the plot unfolds, players learn how Han Solo recruited and ... See full summary »",1,1,0,0,0,1,0,0,0
3917,Samurai Shodown,https://www.imdb.com/title/tt0379973/?ref_=adv_li_tt,1993.0,Not Rated,7.5,131.0,"Shiro Tokisada Amakusa, slain in 1638 by the forces of the Tokugawa Shogunate, is revived as a satanic demon, and unleashes his dark powers to bring chaos to the world. An assortment of warriors converge to put a stop to him.",1,1,0,0,0,0,0,0,0
3918,Army Men: Sarge's Heroes 2,https://www.imdb.com/title/tt0271373/?ref_=adv_li_tt,2000.0,T,6.8,55.0,Plastro is back and it's up to Sarge and his men to stop him again.,1,1,0,0,0,0,0,0,0
3919,BloodRayne: ReVamped,https://www.imdb.com/title/tt15440184/?ref_=adv_li_tt,2021.0,M,7.2,0.0,A remake of the video game 'BloodRayne'.,1,1,0,0,0,1,0,0,0
3920,Shadow Man: 2econd Coming,https://www.imdb.com/title/tt0294906/?ref_=adv_li_tt,2001.0,M,6.2,55.0,"Michael LeRoi returns as Shadow Man to stop demon lord Asmodeus from completing the end times prophecy from the Book of Revelation. To do so, Mike must defeat Asmodeus' demon lieutenants, save his leprechaun friend Jaunty and reach Hell.",1,1,0,0,0,1,0,0,0
3921,Immortals Fenyx Rising: Myths of the Eastern Realm,https://www.imdb.com/title/tt14987384/?ref_=adv_li_tt,2021.0,Not Rated,6.6,12.0,Add a Plot,1,1,0,0,0,1,0,0,0
3922,Mario Party Advance,https://www.imdb.com/title/tt3496494/?ref_=adv_li_tt,2005.0,E,4.4,48.0,Play new Mario Party games on the Game Boy Advance.,1,1,1,0,0,0,0,0,0
3923,Absolver,https://www.imdb.com/title/tt7903194/?ref_=adv_li_tt,2017.0,T,5.2,77.0,"Absolver is an action role-playing video game. In the game, players control warrior characters who fight other players and computer-controlled characters across the land of Adal to prove their worthiness of joining the peacekeepers.",1,0,0,0,0,0,0,0,0
3924,Six Days in Fallujah,https://www.imdb.com/title/tt14036010/?ref_=adv_li_tt,2021.0,Not Rated,7.2,0.0,Add a Plot,1,0,0,0,0,0,0,0,0
3925,Bulletstorm: Full Clip Edition,https://www.imdb.com/title/tt15347326/?ref_=adv_li_tt,2017.0,M,7.0,33.0,Add a Plot,1,1,0,0,0,0,0,1,0
3926,"Warhammer 40,000: Dawn of War II - Chaos Rising",https://www.imdb.com/title/tt1621644/?ref_=adv_li_tt,2010.0,Not Rated,7.9,164.0,Add a Plot,1,0,0,0,0,1,0,1,0
3927,Legend of the Guardians: The Owls of Ga'Hoole,https://www.imdb.com/title/tt1624435/?ref_=adv_li_tt,2010.0,E10+,6.9,75.0,Add a Plot,1,0,0,0,0,0,0,0,0
3928,Dead or Alive,https://www.imdb.com/title/tt0284031/?ref_=adv_li_tt,1996.0,T,6.3,214.0,The first Dead or Alive game in the series.,1,0,0,0,0,0,0,0,0
3929,Road Rash,https://www.imdb.com/title/tt0478389/?ref_=adv_li_tt,1991.0,Not Rated,7.5,182.0,Third person motorcycle racer much like Super Hang-On only with loads of fighting and playing dirty.,1,1,0,0,0,0,0,0,0
3930,Donkey Kong Jungle Beat,https://www.imdb.com/title/tt3395260/?ref_=adv_li_tt,2004.0,E10+,7.2,100.0,Use the official Donkey Kong Jungle Beat bongo drums to cross 40 areas and rid the island of evil kongs.,1,1,1,0,0,0,0,0,0
3931,Rollcage,https://www.imdb.com/title/tt0282918/?ref_=adv_li_tt,1999.0,E,7.6,47.0,"Rollcage is an arcade-style racing game for Windows and PlayStation, developed by Attention to Detail, and published by Psygnosis.",1,1,0,0,1,0,0,0,0
3932,The Amazing Spider-Man: Lethal Foes,https://www.imdb.com/title/tt11352552/?ref_=adv_li_tt,1995.0,Not Rated,6.5,10.0,Add a Plot,1,0,0,0,0,0,0,0,0
3933,Dynasty Warriors: Gundam 3,https://www.imdb.com/title/tt4338226/?ref_=adv_li_tt,2010.0,T,7.7,21.0,The third Dynasty Warriors Gundam game in the series.,1,0,0,0,0,0,0,1,0
3934,Naruto: Clash of Ninja 2,https://www.imdb.com/title/tt0424302/?ref_=adv_li_tt,2003.0,T,7.1,101.0,Add a Plot,1,0,0,0,0,0,0,0,0
3935,Operation C,https://www.imdb.com/title/tt10284164/?ref_=adv_li_tt,1991.0,E,6.9,15.0,"Scorpion's on a mission to destroy the alien menace of the evil Black Viper who plans to conquer the earth, So Scorpion must battle through five levels of hazardous hostilities in order to end the madness of Black Viper once and for all.",1,1,0,0,0,0,0,1,0
3936,Cartoon Network Speedway,https://www.imdb.com/title/tt14754952/?ref_=adv_li_tt,2003.0,E,5.4,7.0,Enjoy gear-grinding action as you put the pedal to the metal with your favorite Cartoon Network characters.,1,1,0,0,0,0,0,0,0
3937,Grim Dawn: Ashes of Malmouth,https://www.imdb.com/title/tt8088626/?ref_=adv_li_tt,2017.0,Not Rated,8.0,47.0,Add a Plot,1,1,0,0,0,1,0,0,0
3938,Fire Emblem: Shadow Dragon and the Blade of Light,https://www.imdb.com/title/tt3723324/?ref_=adv_li_tt,1990.0,E,6.5,39.0,"The First Fire Emblem game in the series. You play as Marth the prince, who sets out with his army to fight in war campaigns and defeat a dark wizard named Medeus.",1,1,0,0,1,0,0,0,0
3939,Onechanbara: Bikini Zombie Slayers,https://www.imdb.com/title/tt1740685/?ref_=adv_li_tt,2009.0,Not Rated,6.8,20.0,"Aya's war with the undead and desire to protect her sister continues, the accursed Baneful Blood within her ever active and present...",1,1,0,0,0,1,0,0,0
3940,Yu-Gi-Oh! Reshef of Destruction,https://www.imdb.com/title/tt6693080/?ref_=adv_li_tt,2003.0,E,5.4,17.0,Yu-Gi-Oh! Reshef of Destruction features an all-new storyline that sets you off on a quest to stop Reshef from drowning the world in darkness. Since the game's battles are fought with cards... See full summary »,1,0,0,0,0,1,0,0,0
3941,Castlevania: Harmony of Dissonance,https://www.imdb.com/title/tt0379206/?ref_=adv_li_tt,2002.0,T,7.5,189.0,Juste Belmont and his friend Maxim have to save their mutual friend Lydie from Dracula's Castle.,1,1,0,0,0,1,0,0,0
3942,Power Instinct,https://www.imdb.com/title/tt0359849/?ref_=adv_li_tt,1993.0,T,6.7,30.0,Add a Plot,1,0,0,0,0,1,0,0,0
3943,Pillars of Eternity: The White March Part I,https://www.imdb.com/title/tt5513172/?ref_=adv_li_tt,2015.0,Not Rated,7.7,74.0,Add a Plot,1,1,0,0,0,1,0,0,0
3944,DC Universe Online: The Last Laugh,https://www.imdb.com/title/tt3123964/?ref_=adv_li_tt,2012.0,Not Rated,6.8,15.0,Add a Plot,1,0,0,0,0,0,0,0,0
3945,Dynasty Warriors 4,https://www.imdb.com/title/tt0365144/?ref_=adv_li_tt,2003.0,T,8.0,189.0,"This entry in the Dynasty Warriors series includes more characters, a more robust story mode, and an encyclopedia of all the characters, major and minor, in this game based upon The Romance of the Three Kingdoms.",1,1,0,0,0,1,0,0,0
3946,Bravo Team,https://www.imdb.com/title/tt8170524/?ref_=adv_li_tt,2018.0,Not Rated,5.6,15.0,"Set in a fictional modern day Eastern European city. When your escort mission goes awry and results in the President's assassination, a country threatens to tear itself apart and your team along with it.",1,0,0,0,0,0,0,0,0
3947,Shank 2,https://www.imdb.com/title/tt2258587/?ref_=adv_li_tt,2012.0,M,6.9,117.0,"Several years after the events of the last game, Shank returns to his hometown only to find it under the control of a militia. Shank will have no choice but to get his hands messy once again.",1,0,0,1,0,0,0,0,0
